"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
12,"2","1",16.44,0.25,NA,"(10,16]",270.2736,"2",4,331
13,"2","1",18.32,0.19,0.2537,"(10,16]",335.6224,"2",4,345
14,"2","1",18.32,NA,0.2239,"(10,16]",335.6224,"2",4,311
NA,"2",NA,NA,NA,0.194,"(10,16]",NA,"2",4,316
NA,NA,"1",21.14,NA,NA,NA,446.8996,"2",4,485
17,"2",NA,21.14,0.17,0.194,"(16,19]",446.8996,"2",4,757
18,NA,"1",20.2,NA,NA,NA,408.04,"2",4,800
19,"2","1",18.32,0.26,0.1045,"(16,19]",335.6224,"2",4,558
20,NA,"1",18.32,NA,NA,NA,335.6224,"2",4,379
21,"2","1",17.38,0.45,0,"(19,24]",302.0644,"2",4,243
NA,"2",NA,NA,0.51,0,"(19,24]",NA,"2",4,158
23,"2","1",15.5,0.59,0,"(19,24]",240.25,"2",4,79
0,"3","1",14.56,0.48,0,"(-0.01,5]",211.9936,"2",4,41
1,"3","1",13.62,0.59,0,"(-0.01,5]",185.5044,"2",4,11
2,"3","1",13.62,0.51,NA,"(-0.01,5]",185.5044,"2",4,5
3,"3","1",12.68,0.58,0.0896,"(-0.01,5]",160.7824,"2",4,3
4,"3","1",11.74,0.67,0.0896,"(-0.01,5]",137.8276,"2",4,1
5,NA,"1",11.74,0.67,0.0896,"(-0.01,5]",137.8276,"2",4,27
6,"3","2",11.74,0.58,0,NA,137.8276,"2",4,126
7,NA,"2",12.68,NA,NA,NA,160.7824,"2",4,366
8,"3",NA,12.68,0.72,0.1045,"(5,10]",160.7824,"2",4,684
NA,"3",NA,NA,0.55,0.1343,"(5,10]",NA,"2",4,363
10,"3","2",17.38,0.45,0.1343,"(5,10]",302.0644,"2",4,167
NA,"3",NA,NA,0.43,0.3582,"(10,16]",NA,"2",4,213
12,NA,"2",20.2,NA,NA,NA,408.04,"2",4,283
13,"3",NA,20.2,0.46,0.2537,"(10,16]",408.04,"2",4,251
14,"3","2",21.14,0.46,0.194,"(10,16]",446.8996,"2",4,258
15,"3","2",22.08,0.44,0.2836,"(10,16]",487.5264,"2",4,268
NA,"3",NA,NA,0.44,0.2836,"(10,16]",NA,"2",4,390
NA,"3",NA,NA,0.41,0.2985,"(16,19]",NA,"2",4,744
NA,"3","1",23.02,0.41,0.2537,"(16,19]",529.9204,"2",4,759
NA,"3","1",23.02,0.39,0.2239,"(16,19]",529.9204,"2",4,494
NA,"3",NA,NA,0.27,0.2239,"(19,24]",NA,"2",4,372
21,"3","1",20.2,0.23,0.3284,"(19,24]",408.04,"2",4,298
22,"3","1",18.32,0.22,0.1642,"(19,24]",335.6224,"2",4,181
23,"3","1",NA,0.23,0.4179,"(19,24]",270.2736,"2",4,131
0,"4","1",16.44,0.23,0.4179,"(-0.01,5]",NA,"2",4,45
1,"4","1",14.56,0.27,0.3284,"(-0.01,5]",NA,"2",4,13
2,"4","1",13.62,0.33,0.4478,"(-0.01,5]",185.5044,"2",4,18
3,"4","1",11.74,0.41,0.2985,"(-0.01,5]",137.8276,"2",4,5
4,"4","1",9.86,0.43,0.2836,"(-0.01,5]",97.2196,"2",4,1
5,NA,"1",NA,NA,NA,NA,97.2196,"2",4,29
NA,NA,NA,NA,0.46,0.3284,"(5,10]",NA,"2",4,126
7,NA,"1",7.98,NA,NA,NA,63.6804,"2",4,354
8,"4",NA,8.92,0.46,0.2239,"(5,10]",79.5664,"2",4,638
NA,"4",NA,NA,0.37,0.2537,"(5,10]",NA,"2",4,351
10,"4","1",11.74,0.35,0.2836,"(5,10]",137.8276,"2",4,246
11,NA,NA,11.74,NA,NA,NA,137.8276,"2",4,268
12,"4","1",12.68,0.33,0,"(10,16]",160.7824,"2",4,276
NA,"4",NA,NA,0.31,0,NA,NA,"2",4,291
14,"4","1",13.62,0.33,0.1642,"(10,16]",185.5044,"2",4,287
NA,"4",NA,NA,0.31,0.1045,"(10,16]",NA,"2",4,269
16,"4","1",15.5,0.31,0.194,"(10,16]",240.25,"2",4,402
17,"4","1",15.5,0.31,0.1642,"(16,19]",240.25,"2",4,822
NA,"4",NA,NA,NA,0.1045,"(16,19]",NA,"2",4,698
19,"4","1",14.56,0.31,0.2537,"(16,19]",211.9936,"2",4,487
20,"4","1",12.68,0.41,0.194,"(19,24]",160.7824,"2",4,312
21,"4","1",11.74,0.47,0.194,"(19,24]",137.8276,"2",4,234
22,NA,"1",NA,NA,NA,NA,116.64,"2",4,149
23,"4","1",10.8,0.5,0.1343,"(19,24]",116.64,"2",4,136
0,"5","1",NA,0.43,0,"(-0.01,5]",116.64,"2",4,61
1,"5","1",8.92,0.62,0.1343,"(-0.01,5]",79.5664,"2",4,38
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,11
3,"5","1",7.98,0.53,NA,"(-0.01,5]",63.6804,"2",4,8
4,"5","1",7.98,0.49,0.2537,NA,63.6804,"2",4,5
5,"5","1",7.04,0.53,NA,"(-0.01,5]",49.5616,"2",4,23
6,"5","1",6.1,0.49,0.3881,"(5,10]",37.21,"2",4,80
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,246
8,"5","1",6.1,0.49,0.3284,"(5,10]",37.21,"2",4,508
9,"5","1",7.98,0.42,0.3284,"(5,10]",63.6804,"2",4,376
10,"5","1",8.92,0.4,0.3284,"(5,10]",79.5664,"2",4,238
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,291
12,"5","1",11.74,NA,0.2985,"(10,16]",137.8276,"2",4,337
13,"5","1",12.68,0.33,0.3284,"(10,16]",160.7824,"2",4,411
NA,"5","1",14.56,0.29,0.3881,"(10,16]",211.9936,"2",4,490
NA,"5",NA,NA,0.27,0.2836,"(10,16]",NA,"2",4,537
16,"5","1",15.5,0.22,0.4179,NA,240.25,"2",4,536
17,"5","1",16.44,0.23,0.4179,"(16,19]",270.2736,"2",4,655
18,"5","1",15.5,0.22,0.4627,"(16,19]",240.25,"2",4,484
19,NA,"1",14.56,NA,NA,NA,211.9936,"2",4,412
20,"5","1",13.62,0.24,0.2836,"(19,24]",185.5044,"2",4,252
21,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,190
22,NA,"1",10.8,NA,NA,NA,116.64,"2",4,158
23,"5","1",11.74,0.3,0.2836,"(19,24]",137.8276,"2",4,113
NA,"6",NA,NA,0.26,0.2985,"(-0.01,5]",NA,"2",4,94
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,69
NA,"6",NA,NA,0.29,0.3582,"(-0.01,5]",NA,"2",4,36
3,NA,"1",NA,NA,NA,NA,79.5664,"2",4,28
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,7
5,"6","1",7.04,0.33,0.1642,"(-0.01,5]",49.5616,"2",4,2
NA,"6",NA,NA,0.36,0.194,"(5,10]",NA,"2",4,19
NA,"6",NA,NA,0.33,0.2836,"(5,10]",NA,"2",4,54
8,"6","1",7.98,0.34,0.2537,"(5,10]",63.6804,"2",4,123
9,"6","1",10.8,0.3,0.2537,"(5,10]",116.64,"2",4,276
10,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,363
11,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,495
12,"6","1",13.62,NA,0.3881,"(10,16]",185.5044,"2",4,590
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,643
14,"6","1",15.5,0.22,0.2985,"(10,16]",240.25,"2",4,578
15,"6","1",16.44,0.19,0.4179,"(10,16]",270.2736,"2",4,626
16,"6","1",17.38,NA,0.3881,"(10,16]",302.0644,"2",4,615
17,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,567
18,"6","1",17.38,0.18,0.2985,"(16,19]",302.0644,"2",4,517
19,"6","1",17.38,0.16,0.3284,"(16,19]",NA,"2",4,413
20,NA,NA,15.5,NA,NA,NA,240.25,"2",4,208
21,"6","1",15.5,0.2,NA,"(19,24]",240.25,"2",4,234
NA,"6",NA,NA,0.2,0.194,NA,NA,"2",4,182
23,"6","1",13.62,0.23,0.2239,"(19,24]",185.5044,"2",4,118
0,NA,"1",NA,0.24,0.2239,NA,160.7824,"2",4,85
1,"0","1",12.68,0.24,0.2239,"(-0.01,5]",160.7824,"2",4,64
2,"0","1",12.68,0.24,0.2239,"(-0.01,5]",160.7824,"2",4,32
NA,"0",NA,NA,0.26,0.1343,"(-0.01,5]",NA,"2",4,26
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,7
5,NA,"1",9.86,NA,NA,NA,97.2196,"2",4,12
6,"0","1",8.92,0.37,0,"(5,10]",79.5664,"2",4,28
7,NA,"1",NA,NA,NA,NA,97.2196,"2",4,37
8,"0","1",10.8,0.3,0.194,NA,116.64,"2",4,84
9,"0","1",12.68,0.26,0.2239,"(5,10]",160.7824,"2",4,179
10,"0","1",15.5,0.25,0.2239,"(5,10]",240.25,"2",4,299
11,"0","1",15.5,0.25,0.2836,"(10,16]",240.25,"2",4,404
12,"0","1",17.38,NA,0.2537,"(10,16]",302.0644,"2",4,457
13,"0","1",19.26,0.23,0.1642,"(10,16]",370.9476,"2",4,483
14,"0","1",20.2,0.18,NA,"(10,16]",NA,"2",4,503
NA,"0",NA,NA,0.17,0.3582,"(10,16]",NA,"2",4,486
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,476
17,NA,"1",21.14,NA,NA,NA,446.8996,"2",4,411
18,"0","1",21.14,0.25,0.3284,"(16,19]",NA,"2",4,310
19,"0","1",NA,0.23,0.3881,"(16,19]",NA,"2",4,276
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,211
21,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,130
22,NA,"1",15.5,NA,NA,NA,240.25,"2",4,118
NA,"0",NA,NA,0.39,0.2537,"(19,24]",NA,"2",4,51
0,"1","1",14.56,NA,0.2836,"(-0.01,5]",211.9936,"2",4,37
NA,"1",NA,NA,0.41,0.1343,"(-0.01,5]",NA,"2",4,16
NA,"1",NA,NA,0.31,0.194,"(-0.01,5]",NA,"2",4,6
3,"1","1",12.68,0.3,0.1642,"(-0.01,5]",160.7824,"2",4,3
4,"1",NA,12.68,0.24,0.194,"(-0.01,5]",160.7824,"2",4,5
5,"1","1",12.68,0.24,0.194,"(-0.01,5]",160.7824,"2",4,32
6,"1","1",11.74,0.26,0.2239,"(5,10]",137.8276,"2",4,111
NA,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,331
8,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,617
9,NA,"1",13.62,0.31,0.3582,"(5,10]",185.5044,"2",4,286
10,"1","1",15.5,0.27,0.4925,"(5,10]",240.25,"2",4,178
11,"1","1",16.44,0.27,0.4179,"(10,16]",270.2736,"2",4,223
12,"1","1",17.38,0.28,0.7164,"(10,16]",302.0644,"2",4,280
13,"1","1",NA,0.28,0.5821,"(10,16]",302.0644,"2",4,281
NA,NA,NA,NA,0.28,0.5522,"(10,16]",NA,"2",4,218
15,"1","1",19.26,0.28,0.5522,"(10,16]",370.9476,"2",4,255
NA,"1",NA,NA,0.3,0.4179,"(10,16]",NA,"2",4,391
17,"1","1",17.38,0.32,0.4179,"(16,19]",302.0644,"2",4,632
18,"1","1",17.38,0.34,0.2985,"(16,19]",302.0644,"2",4,646
NA,"1",NA,NA,0.34,NA,"(16,19]",NA,"2",4,421
NA,"1",NA,NA,0.36,0.4478,"(19,24]",NA,"2",4,276
21,NA,"3",14.56,NA,NA,NA,NA,"2",4,165
22,"1","2",NA,NA,0.4925,"(19,24]",185.5044,"2",4,108
23,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,67
0,"2","2",12.68,0.47,0.2836,"(-0.01,5]",160.7824,"2",4,26
1,"2","1",11.74,0.5,0.2239,"(-0.01,5]",137.8276,"2",4,9
NA,"2",NA,NA,0.71,0.1343,"(-0.01,5]",NA,"2",4,2
3,"2","1",8.92,0.71,0.1343,"(-0.01,5]",79.5664,"2",4,2
4,"2","1",7.98,0.71,0.1343,"(-0.01,5]",63.6804,"2",4,2
5,"2","1",7.98,NA,0.1343,"(-0.01,5]",63.6804,"2",4,24
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,103
7,"2","1",7.98,0.71,0.1045,"(5,10]",63.6804,"2",4,384
8,"2","1",9.86,0.62,0.1343,"(5,10]",97.2196,"2",4,692
NA,"2",NA,NA,NA,0.194,"(5,10]",NA,"2",4,319
10,"2","1",13.62,0.47,0.1642,"(5,10]",185.5044,"2",4,181
11,"2","1",15.5,0.36,0,"(10,16]",240.25,"2",4,239
12,"2","1",17.38,0.22,0.2836,"(10,16]",302.0644,"2",4,259
13,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,283
14,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,224
15,"2","1",18.32,0.21,0.2985,"(10,16]",335.6224,"2",4,203
NA,"2","1",19.26,0.21,0.2537,"(10,16]",370.9476,"2",4,362
17,"2","1",18.32,0.21,0.5224,"(16,19]",335.6224,"2",4,744
18,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,704
19,"2","1",16.44,0.2,0.3582,"(16,19]",270.2736,"2",4,479
20,"2","1",13.62,0.28,0.3881,"(19,24]",185.5044,"2",4,282
NA,"2",NA,NA,0.3,NA,"(19,24]",NA,"2",4,206
22,"2","1",10.8,0.37,0.4925,"(19,24]",116.64,"2",4,127
23,"2","1",8.92,0.4,0.4179,"(19,24]",79.5664,"2",4,62
NA,"3",NA,NA,0.36,0.4179,"(-0.01,5]",NA,"2",4,30
1,"3","1",7.98,0.39,0.2836,"(-0.01,5]",63.6804,"2",4,12
2,NA,"1",7.04,NA,NA,NA,49.5616,"2",4,2
3,"3","1",6.1,0.49,0.2239,"(-0.01,5]",37.21,"2",4,2
5,NA,NA,5.16,NA,NA,NA,26.6256,"2",4,27
6,"3","1",5.16,0.56,0.1045,"(5,10]",26.6256,"2",4,106
7,"3","1",5.16,0.52,0.1343,"(5,10]",26.6256,"2",4,321
8,"3","1",6.1,0.49,0.2239,"(5,10]",37.21,"2",4,595
9,"3","2",7.04,0.49,0.2985,"(5,10]",49.5616,"2",4,302
10,"3","2",7.98,0.49,0.3284,"(5,10]",63.6804,"2",4,153
11,NA,"2",9.86,NA,NA,NA,97.2196,"2",4,180
NA,"3",NA,NA,0.46,0.3881,"(10,16]",NA,"2",4,182
13,"3","2",10.8,0.4,0.3582,"(10,16]",116.64,"2",4,163
NA,"3",NA,NA,0.57,0.194,"(10,16]",NA,"2",4,135
15,NA,"3",9.86,NA,NA,NA,97.2196,"2",4,202
16,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,307
17,"3","1",11.74,0.35,0.3881,"(16,19]",137.8276,"2",4,579
NA,"3",NA,NA,0.43,0.4179,"(16,19]",NA,"2",4,585
19,"3","1",10.8,0.4,NA,"(16,19]",116.64,"2",4,384
NA,"3",NA,NA,0.46,0.3284,"(19,24]",NA,"2",4,235
NA,"3",NA,NA,0.57,0.3881,"(19,24]",NA,"2",4,165
NA,NA,NA,NA,0.57,0.3284,"(19,24]",NA,"2",4,134
23,"3","1",7.98,0.57,0.2985,"(19,24]",63.6804,"2",4,61
NA,"4",NA,NA,0.66,0.2836,"(-0.01,5]",NA,"2",4,23
1,"4","1",7.04,0.66,0.2239,"(-0.01,5]",49.5616,"2",4,9
NA,"4",NA,NA,0.61,0.2836,"(-0.01,5]",NA,"2",4,4
3,"4","1",7.04,0.61,0.2537,"(-0.01,5]",49.5616,"2",4,5
4,"4","1",6.1,0.61,0.2239,"(-0.01,5]",37.21,"2",4,1
5,NA,"1",6.1,NA,NA,NA,37.21,"2",4,21
NA,"4",NA,NA,0.65,0.2537,"(5,10]",NA,"2",4,96
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,306
NA,"4",NA,NA,0.66,0.3284,"(5,10]",NA,"2",4,624
9,NA,NA,8.92,NA,NA,NA,79.5664,"2",4,287
10,"4","1",10.8,0.5,0.2985,"(5,10]",116.64,"2",4,141
11,"4","1",11.74,0.47,0.2985,"(10,16]",137.8276,"2",4,224
12,"4","1",13.62,0.41,0.4478,"(10,16]",185.5044,"2",4,259
NA,"4","1",14.56,NA,0.4478,"(10,16]",211.9936,"2",4,203
14,"4","1",15.5,0.31,0.3284,"(10,16]",240.25,"2",4,224
15,"4","1",14.56,0.31,0.2537,"(10,16]",211.9936,"2",4,211
16,"4","1",14.56,0.31,0.2836,"(10,16]",211.9936,"2",4,353
17,"4","1",15.5,0.27,0.3881,"(16,19]",240.25,"2",4,656
18,"4","1",15.5,0.27,0.3881,"(16,19]",240.25,"2",4,610
19,"4","1",13.62,0.31,0.2985,"(16,19]",185.5044,"2",4,433
20,"4","1",12.68,0.33,0.2537,"(19,24]",160.7824,"2",4,280
21,"4","1",11.74,0.35,0.1343,"(19,24]",137.8276,"2",4,187
22,"4","1",11.74,0.35,0.194,"(19,24]",137.8276,"2",4,158
23,"4","1",11.74,0.35,0.194,NA,137.8276,"2",4,94
0,"5","1",10.8,0.37,0.2537,"(-0.01,5]",116.64,"2",4,55
1,NA,"1",8.92,0.46,0.194,"(-0.01,5]",79.5664,"2",4,30
2,NA,"1",7.98,NA,NA,NA,63.6804,"2",4,11
3,"5","1",7.98,0.61,0.1642,"(-0.01,5]",63.6804,"2",4,11
4,NA,"2",7.98,NA,NA,NA,63.6804,"2",4,5
NA,"5",NA,NA,0.53,0.1642,"(-0.01,5]",NA,"2",4,21
6,"5","1",7.04,0.57,0.1642,"(5,10]",49.5616,"2",4,84
7,"5","1",7.98,0.61,0.2239,"(5,10]",63.6804,"2",4,296
NA,"5",NA,NA,0.46,0.1642,"(5,10]",NA,"2",4,563
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,330
10,"5","1",12.68,0.38,0.194,"(5,10]",160.7824,"2",4,192
11,"5","1",13.62,0.36,0.1343,"(10,16]",185.5044,"2",4,233
12,"5","1",15.5,0.31,0,"(10,16]",240.25,"2",4,322
13,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,358
14,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,348
NA,"5",NA,NA,0.28,0.2537,"(10,16]",NA,"2",4,352
16,"5","1",18.32,0.26,0.2537,"(10,16]",335.6224,"2",4,463
NA,"5",NA,NA,0.24,0.1642,"(16,19]",NA,"2",4,738
NA,"5",NA,NA,0.26,0.1343,"(16,19]",NA,"2",4,671
19,"5","1",17.38,0.24,0.1642,"(16,19]",302.0644,"2",4,427
20,"5","1",15.5,0.29,0.1343,"(19,24]",240.25,"2",4,286
21,"5","1",15.5,0.36,0,"(19,24]",240.25,"2",4,189
22,NA,"1",12.68,NA,NA,NA,160.7824,"2",4,215
23,"5","1",11.74,0.62,0.0896,"(19,24]",137.8276,"2",4,198
0,"6","1",10.8,0.58,0.1343,"(-0.01,5]",116.64,"2",4,96
NA,NA,NA,NA,0.58,0.1343,"(-0.01,5]",NA,"2",4,70
2,"6","1",9.86,0.66,0.1343,"(-0.01,5]",97.2196,"2",4,56
3,"6","1",NA,0.66,0.0896,"(-0.01,5]",79.5664,"2",4,32
4,"6",NA,NA,0.71,0.1045,"(-0.01,5]",79.5664,"2",4,14
NA,"6",NA,NA,0.66,NA,"(-0.01,5]",NA,"2",4,7
NA,"6",NA,NA,0.76,0.1642,"(5,10]",NA,"2",4,21
7,"6","1",8.92,0.71,0.1045,"(5,10]",79.5664,"2",4,64
8,NA,"1",8.92,NA,NA,NA,79.5664,"2",4,160
9,"6","1",11.74,0.54,NA,"(5,10]",137.8276,"2",4,265
NA,"6","1",13.62,0.51,0.1642,"(5,10]",185.5044,"2",4,406
NA,"6",NA,NA,0.45,0.194,"(10,16]",NA,"2",4,564
NA,"6",NA,NA,0.35,0.2537,"(10,16]",NA,"2",4,678
13,"6","1",21.14,0.33,0.2985,"(10,16]",446.8996,"2",4,678
14,"6","2",22.08,0.27,0.4478,"(10,16]",487.5264,"2",4,660
15,"6","2",22.08,0.27,0.3582,"(10,16]",487.5264,"2",4,658
16,"6","2",22.08,0.27,0.3582,NA,487.5264,"2",4,582
17,"6","2",21.14,0.33,0.2537,"(16,19]",446.8996,"2",4,560
18,NA,"2",21.14,NA,NA,NA,446.8996,"2",4,481
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,459
20,"6","2",18.32,0.46,0.1343,"(19,24]",335.6224,"2",4,321
21,"6",NA,18.32,0.43,0.1343,"(19,24]",335.6224,"2",4,220
22,"6","2",17.38,0.52,0.1642,"(19,24]",302.0644,"2",4,212
23,"6","2",17.38,0.56,0.194,"(19,24]",302.0644,"2",4,196
0,NA,"2",17.38,NA,NA,NA,302.0644,"2",4,124
1,"0","2",17.38,0.56,0.1642,"(-0.01,5]",302.0644,"2",4,106
2,"0","2",17.38,0.56,0.1045,"(-0.01,5]",302.0644,"2",4,74
NA,"0",NA,NA,0.59,0.1343,"(-0.01,5]",NA,"2",4,45
NA,"0",NA,NA,0.52,0,"(-0.01,5]",NA,"2",4,12
NA,"0","1",15.5,0.68,0.1642,"(-0.01,5]",240.25,"2",4,10
6,NA,NA,15.5,NA,NA,NA,240.25,"2",4,16
7,NA,NA,15.5,NA,NA,NA,240.25,"2",4,46
8,"0","1",16.44,0.59,0,"(5,10]",270.2736,"2",4,97
9,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,251
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,421
11,"0","1",21.14,0.46,0.2985,"(10,16]",446.8996,"2",4,528
12,"0","1",22.08,0.44,0.2836,"(10,16]",487.5264,"2",4,635
13,"0","1",23.02,0.44,0.2836,"(10,16]",529.9204,"2",4,681
14,"0","1",24.9,0.39,NA,"(10,16]",620.01,"2",4,628
NA,"0",NA,NA,0.39,0.3881,"(10,16]",NA,"2",4,617
16,"0","1",25.84,0.39,0.3582,"(10,16]",667.7056,"2",4,616
17,"0","1",24.9,0.42,0.3284,"(16,19]",620.01,"2",4,623
NA,"0",NA,NA,NA,0.2537,"(16,19]",NA,"2",4,479
19,"0","1",24.9,0.42,0.2537,"(16,19]",620.01,"2",4,379
NA,"0",NA,NA,0.5,0.2239,"(19,24]",NA,"2",4,291
21,NA,"1",21.14,NA,NA,NA,446.8996,"2",4,229
22,"0","1",23.96,0.44,0.3582,"(19,24]",574.0816,"2",4,134
23,"0","1",23.02,0.5,0.3881,"(19,24]",529.9204,"2",4,90
0,"1","1",22.08,0.53,0.3284,"(-0.01,5]",487.5264,"2",4,41
NA,"1",NA,NA,0.61,0.3582,"(-0.01,5]",NA,"2",4,28
NA,"1",NA,NA,0.64,0.2537,"(-0.01,5]",NA,"2",4,14
NA,"1",NA,NA,0.68,0.194,"(-0.01,5]",NA,"2",4,8
NA,"1",NA,NA,0.77,0.2239,"(-0.01,5]",NA,"2",4,6
5,"1","1",17.38,0.77,0.2239,"(-0.01,5]",NA,"2",4,38
NA,"1",NA,NA,0.83,0.1642,"(5,10]",NA,"2",4,133
NA,"1",NA,NA,0.83,0.1343,"(5,10]",NA,"2",4,387
8,"1","2",18.32,0.83,0.1642,"(5,10]",335.6224,"2",4,597
9,"1",NA,21.14,0.69,0.2239,"(5,10]",446.8996,"2",4,297
NA,"1",NA,21.14,0.69,0.2537,"(5,10]",446.8996,"2",4,224
11,"1","1",22.08,0.65,0.2537,"(10,16]",487.5264,"2",4,251
NA,"1",NA,NA,0.57,0.2537,"(10,16]",NA,"2",4,271
13,"1","1",26.78,0.45,0.2985,"(10,16]",717.1684,"2",4,263
NA,"1",NA,NA,0.45,0.3284,"(10,16]",NA,"2",4,288
NA,"1",NA,NA,0.33,0.4478,"(10,16]",NA,"2",4,275
16,NA,"1",29.6,NA,NA,NA,876.16,"2",4,358
17,"1",NA,29.6,0.33,0.3881,"(16,19]",876.16,"2",4,712
18,"1","1",29.6,0.31,0.3881,"(16,19]",876.16,"2",4,676
19,"1","1",27.72,0.35,0.3881,"(16,19]",768.3984,"2",4,522
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,375
21,"1","1",23.96,0.51,0.2537,"(19,24]",574.0816,"2",4,271
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,214
23,"1","1",24.9,0.45,0.2985,"(19,24]",620.01,"2",4,121
NA,"2",NA,NA,NA,0.194,"(-0.01,5]",NA,"2",4,43
1,NA,"1",22.08,NA,NA,NA,487.5264,"2",4,11
2,"2","1",18.32,0.83,0.1045,"(-0.01,5]",335.6224,"2",4,4
3,"2","1",18.32,0.83,0.0896,"(-0.01,5]",335.6224,"2",4,6
4,"2","1",23.02,0.44,0.2239,"(-0.01,5]",529.9204,"2",4,9
5,"2",NA,20.2,0.53,0.2537,"(-0.01,5]",408.04,"2",4,30
6,"2","1",20.2,0.46,0.2537,"(5,10]",408.04,"2",4,144
NA,"2",NA,NA,0.43,0.2537,"(5,10]",NA,"2",4,461
8,"2","1",20.2,0.43,0.2239,NA,408.04,"2",4,673
NA,NA,"1",20.2,NA,NA,NA,408.04,"2",4,400
10,"2","1",20.2,0.38,0.4179,"(5,10]",408.04,"2",4,217
11,NA,"1",20.2,NA,NA,NA,408.04,"2",4,239
12,"2","1",20.2,0.33,0.3582,"(10,16]",408.04,"2",4,244
13,"2","1",21.14,0.29,0.2537,"(10,16]",446.8996,"2",4,239
14,"2","1",22.08,0.27,0.2836,"(10,16]",487.5264,"2",4,257
15,NA,NA,23.02,NA,NA,NA,529.9204,"2",4,308
16,"2","1",NA,0.22,0.3582,"(10,16]",574.0816,"2",4,370
17,NA,"1",22.08,NA,NA,NA,487.5264,"2",4,781
18,"2","1",22.08,0.25,0.2836,"(16,19]",487.5264,"2",4,775
19,"2",NA,20.2,0.26,0.2537,"(16,19]",408.04,"2",4,537
20,NA,"1",20.2,NA,NA,NA,408.04,"2",4,402
21,"2","1",18.32,0.26,0.2985,"(19,24]",335.6224,"2",4,297
22,"2","1",17.38,NA,0.2537,"(19,24]",302.0644,"2",4,162
23,"2","1",17.38,0.32,NA,"(19,24]",302.0644,"2",4,82
0,"3","1",17.38,0.32,0.1642,"(-0.01,5]",302.0644,"2",4,38
1,"3","1",16.44,0.34,0.194,"(-0.01,5]",270.2736,"2",4,14
NA,NA,NA,NA,0.42,0.194,"(-0.01,5]",NA,"2",4,9
3,NA,"2",15.5,NA,NA,NA,240.25,"2",4,6
4,"3","2",15.5,0.42,0.2836,"(-0.01,5]",240.25,"2",4,7
5,"3","2",15.5,0.39,0.2836,"(-0.01,5]",240.25,"2",4,34
6,"3","2",15.5,0.39,0.2836,"(5,10]",240.25,"2",4,134
7,"3","2",15.5,0.39,0.194,NA,240.25,"2",4,418
8,"3","3",NA,0.39,0.194,"(5,10]",240.25,"2",4,576
NA,"3",NA,NA,0.44,0.2985,"(5,10]",NA,"2",4,265
10,NA,"3",14.56,NA,NA,NA,211.9936,"2",4,147
11,"3","3",13.62,0.47,0.2537,"(10,16]",185.5044,"2",4,119
NA,"3",NA,NA,0.51,0.1045,"(10,16]",NA,"2",4,110
NA,"3",NA,NA,0.59,0,"(10,16]",NA,"2",4,64
NA,"3",NA,NA,0.72,0.1045,"(10,16]",NA,"2",4,51
15,"3",NA,11.74,0.77,0.194,"(10,16]",137.8276,"2",4,98
16,"3","2",11.74,0.77,0.2239,"(10,16]",137.8276,"2",4,235
NA,"3",NA,NA,NA,0.194,"(16,19]",NA,"2",4,488
18,NA,"2",11.74,NA,NA,NA,137.8276,"2",4,505
19,"3","2",11.74,NA,0.1343,"(16,19]",137.8276,"2",4,368
NA,"3",NA,NA,0.77,0.1045,"(19,24]",NA,"2",4,260
21,NA,"2",11.74,0.82,0.0896,"(19,24]",137.8276,"2",4,189
22,NA,"2",11.74,NA,NA,NA,137.8276,"2",4,162
23,"3","2",11.74,0.77,0,"(19,24]",137.8276,"2",4,70
0,NA,"3",11.74,0.77,0,"(-0.01,5]",137.8276,"2",4,25
