"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,4
15,NA,NA,23.96,NA,NA,NA,574.0816,"4",9,205
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,16
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,294
16,NA,"3",6.1,NA,NA,NA,37.21,"2",4,103
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,87
NA,NA,"1",33.36,NA,NA,NA,1112.8896,"3",6,404
22,NA,"3",10.8,NA,NA,NA,116.64,"4",11,78
15,NA,"1",11.74,NA,NA,NA,137.8276,"2",4,408
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,67
23,NA,"2",22.08,NA,NA,NA,487.5264,"3",9,98
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,18
16,NA,"2",32.42,NA,NA,NA,1051.0564,"3",8,492
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,48
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,39
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,42
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,30
11,NA,"1",3.28,NA,NA,NA,10.7584,"1",2,69
14,NA,"2",21.14,NA,NA,NA,446.8996,"2",5,191
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,27
2,NA,NA,NA,NA,NA,NA,17.8084,"1",12,1
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,358
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,136
12,NA,"1",26.78,NA,NA,NA,717.1684,"3",6,392
2,NA,"1",14.56,NA,NA,NA,211.9936,"2",5,59
6,NA,NA,10.8,NA,NA,NA,116.64,"1",3,36
14,NA,"1",16.44,NA,NA,NA,270.2736,"2",4,361
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,280
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,6
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,252
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,6
3,NA,"3",13.62,NA,NA,NA,185.5044,"4",12,3
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,241
21,NA,"1",23.02,NA,NA,NA,529.9204,"2",5,201
15,NA,"2",15.5,NA,NA,NA,240.25,"2",5,266
12,NA,"1",30.54,NA,NA,NA,932.6916,"3",8,182
NA,NA,"1",6.1,NA,NA,NA,37.21,"4",11,22
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,4
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,19
16,NA,"1",24.9,NA,NA,NA,620.01,"2",6,662
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,1
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,7
9,NA,"1",26.78,NA,NA,NA,717.1684,"3",7,247
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,634
21,NA,"2",3.28,NA,NA,NA,10.7584,"1",12,63
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,499
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,14
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,79
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,1
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,10
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,334
22,NA,"1",3.28,NA,NA,NA,10.7584,"1",12,20
3,NA,"1",8.92,NA,NA,NA,79.5664,"1",3,5
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,73
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,809
4,NA,"2",14.56,NA,NA,NA,211.9936,"2",4,3
NA,NA,NA,NA,NA,NA,NA,NA,"3",7,146
NA,NA,NA,NA,NA,NA,NA,NA,"1",2,364
19,NA,"1",21.14,NA,NA,NA,446.8996,"2",4,404
3,NA,NA,22.08,NA,NA,NA,487.5264,"2",6,1
5,NA,"1",1.4,NA,NA,NA,1.96,"1",12,1
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,180
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,168
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,343
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,37
8,NA,"1",2.34,NA,NA,NA,5.4756,"4",11,375
13,NA,"1",34.3,NA,NA,NA,1176.49,"3",7,294
12,NA,"1",17.38,NA,NA,NA,302.0644,"2",4,259
0,NA,"2",2.34,NA,NA,NA,5.4756,"1",1,3
20,NA,"1",6.1,NA,NA,NA,37.21,"1",2,68
5,NA,"1",16.44,NA,NA,NA,270.2736,"3",8,28
8,NA,"2",17.38,NA,NA,NA,302.0644,"4",10,404
3,NA,"2",22.08,NA,NA,NA,487.5264,"2",5,4
2,NA,"1",17.38,NA,NA,NA,302.0644,"4",10,6
9,NA,"1",9.86,NA,NA,NA,97.2196,"2",4,317
22,NA,"1",21.14,NA,NA,NA,446.8996,"4",9,104
3,NA,"2",15.5,NA,NA,NA,240.25,"2",4,10
6,NA,"3",NA,NA,NA,NA,270.2736,"2",5,65
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,11
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,134
17,NA,"3",3.28,NA,NA,NA,10.7584,"1",12,26
9,NA,"1",23.96,NA,NA,NA,574.0816,"3",8,187
11,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,451
15,NA,"1",30.54,NA,NA,NA,932.6916,"3",7,381
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,3
3,NA,"2",20.2,NA,NA,NA,408.04,"4",10,7
21,NA,"2",22.08,NA,NA,NA,487.5264,"2",5,225
16,NA,"1",18.32,NA,NA,NA,335.6224,"4",11,434
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,482
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,623
4,NA,"1",28.66,NA,NA,NA,821.3956,"3",7,6
21,NA,"1",0.459999999999999,NA,NA,NA,0.211599999999999,"1",1,52
5,NA,"3",3.28,NA,NA,NA,10.7584,"2",4,12
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,371
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,173
11,NA,"2",16.44,NA,NA,NA,270.2736,"1",3,585
15,NA,"1",29.6,NA,NA,NA,876.16,"3",7,281
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,615
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,159
15,NA,"1",21.14,NA,NA,NA,446.8996,"4",11,317
7,NA,"1",1.4,NA,NA,NA,1.96,"1",2,105
17,NA,"1",8.92,NA,NA,NA,79.5664,"4",11,582
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,145
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,28
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,331
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,79
NA,NA,NA,NA,NA,NA,NA,NA,"4",9,206
23,NA,"3",16.44,NA,NA,NA,270.2736,"2",5,44
18,NA,"1",27.72,NA,NA,NA,768.3984,"3",8,812
11,NA,"1",22.08,NA,NA,NA,487.5264,"4",10,647
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,16
16,NA,"1",20.2,NA,NA,NA,408.04,"4",12,442
2,NA,"1",7.04,NA,NA,NA,49.5616,"4",11,5
3,NA,"1",15.5,NA,NA,NA,240.25,"2",6,5
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,28
14,NA,"1",30.54,NA,NA,NA,932.6916,"2",6,315
0,NA,"2",21.14,NA,NA,NA,446.8996,"4",9,29
NA,NA,NA,NA,NA,NA,NA,NA,"3",6,42
18,NA,"2",NA,NA,NA,NA,335.6224,"4",10,665
NA,NA,NA,NA,NA,NA,NA,NA,"1",3,118
4,NA,"1",6.1,NA,NA,NA,37.21,"1",1,1
12,NA,NA,21.14,NA,NA,NA,446.8996,"4",10,316
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,334
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,2
NA,NA,NA,NA,NA,NA,NA,NA,"2",4,235
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,296
22,NA,"2",10.8,NA,NA,NA,116.64,"2",3,70
21,NA,"2",3.28,NA,NA,NA,10.7584,"1",12,92
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,66
12,NA,"1",27.72,NA,NA,NA,768.3984,"3",8,162
4,NA,"1",24.9,NA,NA,NA,620.01,"3",7,6
21,NA,"2",NA,NA,NA,NA,37.21,"1",12,34
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,149
21,NA,"1",26.78,NA,NA,NA,717.1684,"3",8,381
2,NA,"1",1.4,NA,NA,NA,1.96,"1",2,3
22,NA,"1",21.14,NA,NA,NA,446.8996,"2",6,280
NA,NA,NA,NA,NA,NA,NA,NA,"2",5,434
13,NA,"1",NA,NA,NA,NA,487.5264,"2",5,659
17,NA,"2",22.08,NA,NA,NA,NA,"2",5,594
23,NA,"2",-0.48,NA,NA,NA,0.2304,"1",1,52
NA,NA,"1",NA,NA,NA,NA,10.7584,"1",3,4
19,NA,"1",10.8,NA,NA,NA,116.64,"2",4,384
18,NA,"1",16.44,NA,NA,NA,270.2736,"4",10,495
NA,NA,NA,NA,NA,NA,NA,NA,"2",6,27
NA,NA,NA,NA,NA,NA,NA,NA,"4",12,153
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,608
NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1
NA,NA,NA,NA,NA,NA,NA,NA,"2",3,81
NA,NA,NA,NA,NA,NA,NA,NA,"4",11,251
14,NA,"1",13.62,NA,NA,NA,185.5044,"1",2,158
NA,NA,NA,NA,NA,NA,NA,NA,"4",10,397
4,NA,"3",8.92,NA,NA,NA,79.5664,"4",12,5
4,NA,NA,28.66,NA,NA,NA,821.3956,"3",7,13
NA,"6",NA,NA,0.52,0.2537,"(-0.01,5]",NA,"4",12,43
NA,"5",NA,NA,0.47,0.2836,"(16,19]",NA,"2",4,819
1,"4","3",21.14,0.94,0.1045,"(-0.01,5]",446.8996,"3",9,4
NA,"0",NA,NA,NA,0.1045,"(-0.01,5]",NA,"2",5,33
22,"6","1",6.1,0.65,0,"(19,24]",37.21,"4",11,82
20,"2","1",7.04,0.93,0.0896,"(19,24]",49.5616,"1",12,69
3,"2","1",23.02,0.89,0.1343,"(-0.01,5]",529.9204,"3",8,4
NA,"2",NA,NA,0.82,0.2985,"(16,19]",NA,"4",11,358
20,"3","3",8.92,0.87,0.6418,"(19,24]",79.5664,"2",3,75
19,"4","1",19.26,NA,0.2239,"(16,19]",370.9476,"3",9,603
NA,"2",NA,NA,0.81,0.1343,"(16,19]",NA,"1",2,108
17,"4","1",25.84,0.54,0.2537,"(16,19]",667.7056,"3",9,628
10,"1","2",12.68,0.94,0.2239,"(5,10]",160.7824,"4",12,133
NA,"5",NA,NA,0.55,0.2985,"(10,16]",NA,"3",8,467
5,"2","1",10.8,0.66,0.2239,"(-0.01,5]",116.64,"2",5,29
18,"0","1",8.92,0.43,0.2239,"(16,19]",79.5664,"4",11,237
19,NA,"1",11.74,0.71,0.4478,"(16,19]",137.8276,"2",3,284
6,"3","1",17.38,0.94,0.0896,"(5,10]",302.0644,"2",5,158
NA,"4",NA,NA,0.78,0.1642,"(16,19]",NA,"2",5,547
16,"2","1",29.6,0.55,0.2239,"(10,16]",876.16,"2",6,334
NA,"3",NA,NA,0.6,0.2836,"(5,10]",NA,"4",11,601
NA,"5",NA,NA,0.94,0.2836,"(-0.01,5]",NA,"1",1,8
NA,"0",NA,NA,0.61,0,"(19,24]",NA,"3",8,110
21,"6","1",6.1,0.39,0.2239,"(19,24]",37.21,"1",3,110
NA,"5",NA,NA,0.5,0.5821,"(16,19]",NA,"1",1,422
NA,"1",NA,NA,0.58,0.1642,"(16,19]",NA,"3",8,555
NA,"1",NA,NA,0.89,0.0896,"(-0.01,5]",NA,"2",6,12
NA,"2",NA,NA,0.5,0.0896,"(19,24]",NA,"1",2,57
19,"5","2",3.28,0.65,NA,"(16,19]",10.7584,"1",12,128
NA,"0",NA,NA,0.56,NA,"(5,10]",NA,"1",2,93
1,"4","1",2.34,0.47,0.2239,"(-0.01,5]",5.4756,"1",12,15
NA,"0",NA,NA,0.54,NA,"(19,24]",NA,"4",10,166
NA,NA,NA,NA,0.38,0.2239,"(16,19]",NA,"2",5,669
6,"4","1",2.34,0.55,0.2985,"(5,10]",5.4756,"4",12,124
NA,"1",NA,NA,0.27,0,"(10,16]",NA,"3",8,129
16,"0","1",8.92,0.29,0.0896,"(10,16]",79.5664,"1",2,147
17,"4","1",6.1,0.49,0.1045,"(16,19]",37.21,"4",12,331
NA,"3",NA,NA,0.28,0.0896,"(10,16]",NA,"1",2,87
21,"2","1",7.04,0.53,0.194,"(19,24]",49.5616,"4",12,207
NA,"6",NA,NA,0.45,0.2537,"(-0.01,5]",NA,"1",2,38
15,"1","1",NA,0.6,NA,"(10,16]",335.6224,"4",10,177
20,"1","2",NA,NA,0,"(19,24]",185.5044,"4",12,300
22,"0","1",20.2,0.6,0.194,"(19,24]",408.04,"2",6,153
NA,"6",NA,NA,0.48,0.3284,"(-0.01,5]",NA,"4",11,8
1,"3","1",11.74,0.94,0.1642,"(-0.01,5]",137.8276,"2",4,7
NA,"6",NA,NA,0.21,0.194,"(10,16]",NA,"2",5,591
6,"0","1",NA,0.59,0.1343,"(5,10]",1.96,"4",12,3
NA,"6","3",15.5,0.94,0.4179,"(10,16]",240.25,"2",3,290
NA,"2",NA,NA,0.47,0.194,"(10,16]",NA,"2",6,159
NA,"1",NA,NA,0.79,0.2836,"(10,16]",NA,"3",9,284
4,"6","2",3.28,0.75,0.0896,"(-0.01,5]",10.7584,"1",12,3
NA,"5",NA,NA,0.37,0.0896,"(16,19]",NA,"1",2,488
NA,"1",NA,NA,0.88,NA,"(-0.01,5]",NA,"3",8,25
NA,"2","2",15.5,0.72,0.1343,"(19,24]",240.25,"2",4,122
13,"1","1",25.84,0.37,0,"(10,16]",667.7056,"4",10,365
NA,"2","1",NA,0.79,0.1045,"(-0.01,5]",620.01,"3",7,12
4,"4","1",15.5,0.82,0.4627,"(-0.01,5]",240.25,"4",10,8
NA,"4",NA,NA,0.81,0.0896,"(-0.01,5]",NA,"4",11,4
5,"2","3",7.98,0.71,0.3284,NA,63.6804,"4",12,41
NA,"5",NA,NA,0.38,0.4925,"(10,16]",NA,"1",1,154
10,"6","3",10.8,0.76,0.3582,"(5,10]",116.64,"4",10,121
NA,"2",NA,NA,0.59,0.1642,"(19,24]",NA,"3",8,191
21,"1","1",25.84,0.74,0.194,NA,667.7056,"3",8,278
6,"6","1",11.74,0.77,0.0896,"(5,10]",137.8276,"2",5,13
NA,"3",NA,NA,0.43,0.3582,"(16,19]",NA,"4",12,414
NA,"6",NA,NA,0.83,0.194,"(16,19]",NA,"3",9,171
NA,"6",NA,NA,0.6,0.194,"(-0.01,5]",NA,"4",12,26
NA,"0",NA,NA,0.72,0,"(5,10]",NA,"3",9,35
14,"3","1",31.48,0.28,0.2239,"(10,16]",990.9904,"3",7,127
2,"0","2",17.38,0.56,0.1045,"(-0.01,5]",302.0644,"2",4,74
3,"1","1",23.96,0.69,0.2537,"(-0.01,5]",574.0816,"3",6,5
6,"1","2",7.98,0.96,0.1045,"(5,10]",63.6804,"1",2,28
20,"4","1",22.08,0.65,0.1045,"(19,24]",487.5264,"4",10,441
NA,"2",NA,NA,0.18,0,"(10,16]",NA,"1",3,112
16,"4","1",13.62,NA,0.194,"(10,16]",NA,"1",1,281
NA,"3",NA,NA,0.56,0.3881,"(16,19]",NA,"2",6,309
22,NA,"2",NA,0.88,0.1343,"(19,24]",160.7824,"4",12,106
NA,"6",NA,NA,0.64,NA,"(5,10]",NA,"2",4,482
22,NA,"1",23.96,0.74,0.2537,"(19,24]",574.0816,"3",7,257
14,"2","1",29.6,0.55,0.2836,"(10,16]",876.16,"3",7,260
NA,"3","3",7.98,0.87,NA,"(16,19]",63.6804,"1",1,98
NA,"0",NA,NA,0.63,0.194,NA,NA,"2",5,264
NA,"1",NA,NA,0.41,0.2836,"(10,16]",NA,"2",6,196
NA,"4",NA,NA,0.52,0.3582,"(10,16]",NA,"3",6,189
18,"1","1",30.54,0.49,0.3582,"(16,19]",NA,"3",7,558
13,"0","1",27.72,0.58,0.194,NA,768.3984,"2",5,498
NA,"6",NA,NA,0.4,0.3881,"(19,24]",NA,"1",2,74
12,"1","1",1.4,0.55,0.3284,"(10,16]",1.96,"1",1,185
14,"5","3",7.98,0.87,0.2239,"(10,16]",63.6804,"2",4,15
13,"2","2",24.9,0.74,0.2239,"(10,16]",620.01,"4",9,151
NA,"3",NA,NA,0.93,NA,"(10,16]",NA,"1",2,52
NA,"0",NA,NA,0.4,0.2985,"(16,19]",NA,"3",8,398
NA,NA,NA,NA,0.66,0,"(-0.01,5]",NA,"2",4,24
NA,"4",NA,NA,0.83,0.1045,"(19,24]",NA,"3",8,165
NA,"1",NA,NA,0.88,0,"(-0.01,5]",NA,"3",8,36
NA,"4",NA,NA,0.89,0.0896,"(16,19]",NA,"3",9,420
NA,"1",NA,NA,0.56,0.1045,NA,NA,"1",1,103
5,"3","1",4.22,0.6,0.194,"(-0.01,5]",17.8084,"4",12,37
13,"6","1",11.74,0.38,0.2537,"(10,16]",NA,"4",11,525
NA,"1",NA,NA,0.78,0.194,"(5,10]",NA,"3",9,101
NA,"3","1",19.26,0.68,0.1343,"(-0.01,5]",370.9476,"3",8,6
NA,"5",NA,NA,0.8,0.1343,"(5,10]",NA,"1",3,83
NA,"0","3",-3.3,0.68,0.3881,"(-0.01,5]",10.89,"1",2,21
NA,"4",NA,NA,0.78,0.1045,"(16,19]",NA,"2",6,272
18,"3","1",19.26,NA,0.2836,"(16,19]",370.9476,"3",9,892
15,"3","1",8.92,0.43,0.2836,"(10,16]",79.5664,"4",11,260
11,"0","1",13.62,0.59,0.1343,"(10,16]",185.5044,"4",11,504
2,"4","1",20.2,0.56,0.0896,"(-0.01,5]",NA,"2",6,5
NA,"2",NA,NA,0.33,0,"(16,19]",NA,"2",5,611
NA,"2",NA,NA,0.58,0.4478,"(5,10]",NA,"3",8,441
NA,"1",NA,NA,0.66,0.2537,"(-0.01,5]",NA,"2",4,2
NA,"1",NA,NA,0.48,NA,"(16,19]",NA,"1",12,164
2,"4","1",1.4,0.27,0.4627,"(-0.01,5]",1.96,"1",3,3
2,"0","1",11.74,0.62,0.1343,"(-0.01,5]",137.8276,"4",10,74
NA,"0",NA,NA,0.67,0.2537,"(5,10]",NA,"4",11,9
NA,"5","2",23.02,0.74,0.2836,NA,529.9204,"2",5,242
0,"2","1",11.74,0.88,0.1045,"(-0.01,5]",137.8276,"4",12,55
2,"3","1",23.02,0.83,0.1642,"(-0.01,5]",529.9204,"2",6,6
4,NA,"2",10.8,0.71,0.2836,"(-0.01,5]",116.64,"4",11,12
NA,"0",NA,NA,0.88,0.1642,"(10,16]",NA,"2",3,367
8,"1","1",23.02,0.83,0.0896,"(5,10]",529.9204,"3",8,699
13,"3","2",8.92,0.93,0.3582,"(10,16]",79.5664,"1",2,76
21,NA,"2",11.74,NA,0.2239,"(19,24]",137.8276,"2",4,45
20,"4","1",26.78,NA,0.2239,"(19,24]",717.1684,"3",7,514
NA,"3",NA,NA,0.74,0,"(19,24]",NA,"4",10,241
NA,"5",NA,NA,0.59,0.0896,"(16,19]",NA,"1",1,92
14,"6","1",28.66,0.33,0.2537,"(10,16]",821.3956,"3",6,609
NA,"4",NA,NA,0.72,0.0896,"(5,10]",NA,"1",3,117
NA,"3",NA,NA,0.44,0.2985,"(5,10]",NA,"2",4,265
14,"2","1",9.86,0.46,0.3881,"(10,16]",97.2196,"4",11,203
23,"3","1",3.28,0.93,0.3881,"(19,24]",10.7584,"4",12,16
13,"5","1",28.66,0.29,0.0896,"(10,16]",821.3956,"3",8,253
0,"0","2",12.68,0.77,0.2836,NA,160.7824,"2",4,33
NA,"1",NA,NA,0.56,0,"(10,16]",NA,"4",11,143
10,"6","1",30.54,0.57,0.194,"(5,10]",932.6916,"3",8,396
NA,"3",NA,NA,0.66,0.1343,"(19,24]",NA,"2",6,202
NA,"6",NA,NA,0.59,0.194,"(-0.01,5]",NA,"4",9,29
5,"6","1",13.62,0.88,0.1045,"(-0.01,5]",185.5044,"2",5,5
20,"2","1",19.26,0.83,0.4179,"(19,24]",370.9476,"2",5,283
0,"2","1",24.9,0.74,0.1343,"(-0.01,5]",620.01,"3",7,64
21,"5","1",7.98,NA,0.194,"(19,24]",63.6804,"4",11,178
19,"1","2",8.92,0.53,0.1642,NA,NA,"4",12,251
2,"2","1",18.32,0.83,0.1045,"(-0.01,5]",335.6224,"2",4,4
NA,"4",NA,NA,0.61,0.1045,"(-0.01,5]",NA,"3",6,11
19,"0","1",26.78,0.4,0.1343,"(16,19]",717.1684,"3",8,465
5,"4","2",6.1,0.42,0.2239,"(-0.01,5]",37.21,"4",11,35
12,"6","1",12.68,0.18,0.4925,"(10,16]",160.7824,"1",2,119
0,"3","1",6.1,0.49,0.1045,"(-0.01,5]",37.21,"2",4,15
NA,NA,NA,NA,0.58,0.1343,NA,NA,"3",8,409
0,"0","1",24.9,0.58,0.2239,"(-0.01,5]",620.01,"3",7,144
NA,"4",NA,NA,0.31,0.2537,"(10,16]",NA,"3",8,214
22,"1","1",6.1,0.45,0.0896,"(19,24]",37.21,"1",2,62
NA,"5",NA,NA,0.57,0.1343,"(10,16]",NA,"4",12,204
10,"2","1",3.28,0.44,0,"(5,10]",10.7584,"1",3,129
NA,"4",NA,NA,0.36,0,"(10,16]",NA,"1",2,238
1,"3","2",28.66,0.52,0.1642,"(-0.01,5]",821.3956,"3",8,16
6,"4","2",25.84,0.84,0.1045,"(5,10]",NA,"3",7,117
NA,"0",NA,NA,0.81,NA,"(5,10]",NA,"4",11,42
5,"3","1",NA,0.69,0,"(-0.01,5]",529.9204,"3",7,19
19,"1","1",17.38,0.68,0.1045,"(16,19]",302.0644,"4",10,333
NA,"3",NA,NA,0.51,0.1642,"(19,24]",NA,"2",6,69
12,"6","2",8.92,0.46,0.4627,"(10,16]",79.5664,"4",11,394
21,"2","1",8.92,0.5,0.2239,"(19,24]",79.5664,"4",12,168
NA,"0",NA,NA,NA,0.2537,"(-0.01,5]",NA,"2",3,6
22,"4","2",10.8,0.76,0.194,"(19,24]",116.64,"2",4,81
15,"3","1",32.42,0.5,0.1642,"(10,16]",1051.0564,"3",7,138
NA,"2",NA,NA,NA,0.1045,"(5,10]",NA,"4",11,323
17,"6","1",5.16,0.41,0.2985,"(16,19]",26.6256,"1",12,114
20,"0","1",24.9,0.74,0.1642,NA,620.01,"3",7,378
NA,NA,NA,NA,0.77,0,"(5,10]",NA,"3",9,492
9,"3","1",17.38,NA,0.2836,"(5,10]",302.0644,"4",10,366
2,"6","1",20.2,0.88,0,"(-0.01,5]",408.04,"2",6,53
NA,"0",NA,NA,0.69,NA,"(-0.01,5]",NA,"3",7,47
7,"2","1",NA,0.52,NA,"(5,10]",270.2736,"3",6,552
NA,"1",NA,NA,0.62,0.2537,"(-0.01,5]",NA,"2",4,7
NA,"0",NA,NA,0.49,0.1642,"(5,10]",NA,"1",1,208
NA,"4",NA,NA,0.44,NA,"(10,16]",NA,"1",1,119
NA,"3",NA,NA,1,0.2985,"(-0.01,5]",NA,"2",4,15
22,"3","3",17.38,0.94,0.0896,NA,302.0644,"4",10,43
NA,"0",NA,NA,0.78,0.1045,"(16,19]",NA,"3",8,377
23,"4","2",23.02,0.69,0,"(19,24]",529.9204,"3",8,157
15,"2","2",-0.48,0.8,0.0896,"(10,16]",0.2304,"1",1,47
NA,"3",NA,NA,0.62,0.2836,"(10,16]",NA,"1",1,78
5,NA,"1",11.74,0.71,0.2239,"(-0.01,5]",137.8276,"4",10,21
NA,"3",NA,NA,0.87,0.1642,"(19,24]",NA,"1",2,60
21,"0","1",25.84,0.79,0.1045,"(19,24]",667.7056,"3",8,208
NA,"4",NA,NA,0.53,0.1642,"(10,16]",NA,"4",12,212
NA,"6",NA,NA,NA,0.2239,"(10,16]",NA,"3",7,487
NA,"6",NA,NA,0.35,NA,"(19,24]",NA,"2",6,399
2,"5","1",21.14,0.83,0.0896,"(-0.01,5]",446.8996,"3",9,11
NA,"2",NA,NA,0.83,0.1045,"(5,10]",NA,"4",10,179
4,"1","2",17.38,0.77,0.2239,"(-0.01,5]",302.0644,"2",5,6
18,"4","2",14.56,0.67,0.4627,"(16,19]",211.9936,"4",10,240
NA,"5",NA,NA,0.41,0.1642,"(19,24]",NA,"1",1,136
3,"2","2",6.1,0.7,0,"(-0.01,5]",37.21,"1",2,2
5,"0","2",10.8,0.87,0.1045,"(-0.01,5]",116.64,"4",12,8
NA,"3",NA,NA,0.76,0.0896,"(19,24]",NA,"4",11,57
2,"0","1",29.6,NA,0.0896,"(-0.01,5]",876.16,"3",7,60
NA,"0",NA,NA,0.64,0,"(10,16]",NA,"2",5,565
4,"6","2",8.92,NA,0.2239,"(-0.01,5]",79.5664,"2",4,5
18,"4","1",25.84,0.7,0.4179,"(16,19]",667.7056,"3",6,540
14,"1","2",8.92,0.57,0.0896,"(10,16]",79.5664,"1",2,60
19,NA,"1",17.38,0.52,0.2836,"(16,19]",302.0644,"1",2,335
11,"2","1",17.38,0.64,0.2836,"(10,16]",302.0644,"4",10,124
NA,"4",NA,NA,0.72,0.194,"(19,24]",NA,"1",3,97
13,"1",NA,26.78,0.58,0.4179,"(10,16]",NA,"2",5,204
NA,"2",NA,NA,0.93,0.1045,"(19,24]",NA,"1",1,41
12,"6","2",13.62,0.88,0.5821,"(10,16]",185.5044,"2",4,32
6,NA,"3",20.2,0.94,0.1642,"(5,10]",408.04,"4",9,114
13,"2","2",15.5,0.67,0.1343,"(10,16]",240.25,"4",10,238
NA,"6",NA,NA,0.33,0.194,"(10,16]",NA,"4",10,597
22,"3","1",26.78,0.37,0,"(19,24]",717.1684,"3",8,139
NA,"0",NA,NA,0.77,0.194,"(-0.01,5]",NA,"3",9,55
NA,"0",NA,NA,0.66,0.0896,"(5,10]",NA,"3",7,169
2,"6","2",5.16,0.61,0.0896,"(-0.01,5]",26.6256,"4",12,60
NA,"5",NA,NA,0.61,0.1343,"(5,10]",NA,"3",7,108
16,"6","1",20.2,0.73,0.2836,"(10,16]",408.04,"2",4,426
16,"3","3",NA,0.43,0.0896,"(10,16]",446.8996,"2",3,221
NA,"5","1",16.44,0.59,0.1343,"(5,10]",270.2736,"2",5,745
NA,"3",NA,NA,0.75,0.1045,"(-0.01,5]",NA,"1",3,2
NA,"0",NA,NA,0.7,0.1045,"(10,16]",NA,"3",7,504
NA,"1",NA,NA,0.44,0.2537,"(19,24]",NA,"2",6,331
NA,"2",NA,NA,0.69,0.1642,"(5,10]",NA,"4",11,588
NA,"2",NA,NA,NA,0.2239,"(16,19]",NA,"4",9,822
NA,"5",NA,NA,0.47,0.2985,NA,NA,"4",11,201
NA,"0",NA,NA,0.66,0.194,"(10,16]",NA,"3",8,331
NA,"1",NA,NA,0.59,0.194,"(10,16]",NA,"3",7,165
NA,"3",NA,NA,0.5,0.2239,"(10,16]",NA,"4",10,224
7,"0","2",6.1,0.52,0.2985,"(5,10]",37.21,"1",3,23
10,"6","1",8.92,0.46,0.2537,"(5,10]",79.5664,"4",11,320
15,"4","1",31.48,0.47,0.0896,"(10,16]",990.9904,"3",7,292
4,"0","3",22.08,0.94,0.194,NA,487.5264,"3",8,3
20,NA,"2",3.28,0.65,0.1045,"(19,24]",10.7584,"1",12,97
NA,"0",NA,NA,0.57,0,"(19,24]",NA,"4",10,92
17,"6","2",14.56,0.59,0.3582,"(16,19]",211.9936,"1",3,164
NA,"6",NA,NA,0.74,0.2239,"(-0.01,5]",NA,"3",8,116
